StockCode,Description,Avg_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag,Elasticity,Elasticity_Category,Recommended_Price_Change,Final_Recommendation,Price_Change_Factor,Recommended_Price,Price_Difference,Pct_Price_Change,Estimated_Qty_Change_Pct,Estimated_New_Qty,Current_Revenue,Projected_Revenue,Revenue_Uplift
22050,PINK PAISLEY ROSE GIFT WRAP,0.4189473684210526,2100,866.0,76,0.39,0.45,0.49,0.44,-4.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,2100.0,879.7894736842105,882.0,2.21
22599,CHRISTMAS MUSICAL ZINC STAR,0.8378125,1088,859.28,63,0.73,0.8,0.98,0.84,-0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.84,0.0,0.0,-0.0,1088.0,911.54,913.92,2.38
21849,SILVER DIAMANTE PEN IN GIFT BOX,3.9402439024390246,428,858.6,40,3.72,3.72,4.26,3.9,1.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.94,-0.0,0.0,-0.0,428.0,1686.4243902439025,1686.32,-0.1
35004G,SET OF 3 GOLD FLYING DUCKS,5.223478260869565,225,855.31,45,4.5,5.44,6.05,5.33,-2.0, Competitive — Monitor,-7.321,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,5.22,-0.0,0.0,-0.0,225.0,1175.2826086956522,1174.5,-0.78
21316,SMALL CHUNKY GLASS ROMAN  BOWL,2.178,521,854.55,25,2.03,2.18,2.55,2.25,-3.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.18,0.0,0.0,-0.0,521.0,1134.738,1135.78,1.04
22897,OVEN MITT APPLE DESIGN,1.4449367088607594,603,854.35,79,1.28,1.54,1.59,1.47,-1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.44,-0.0,0.0,-0.0,603.0,871.2968354430379,868.3199999999999,-2.98
85177,BASKET OF FLOWERS SEWING KIT,0.85,1003,852.55,71,0.8,0.8,0.91,0.84,1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,1003.0,852.55,852.55,0.0
22288,"DECORATION , HANGING METAL RABBIT",1.239,814,852.5,47,1.16,1.27,1.3,1.24,-0.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,814.0,1008.546,1009.36,0.81
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,7.9366666666666665,161,851.95,15,7.39,7.6,8.87,7.95,-0.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,7.94,0.0,0.0,-0.0,161.0,1277.8033333333333,1278.3400000000001,0.54
21007,ETCHED GLASS DROPLET DECORATION,0.7641025641025642,1905,851.23,39,0.71,0.72,0.84,0.76,0.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.76,-0.0,0.0,-0.0,1905.0,1455.6153846153848,1447.8,-7.82
85226A,WHITE/BLUE PULL BACK RACING CAR,0.5489430894308944,1661,851.1500000000001,114,0.48,0.57,0.62,0.56,-2.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.55,0.0,0.0,-0.0,1661.0,911.7944715447156,913.5500000000001,1.76
20991,JAZZ HEARTS MAGNETIC MEMO PAD,0.609375,7058,850.9000000000001,16,0.52,0.62,0.66,0.6,1.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.61,0.0,0.0,-0.0,7058.0,4300.96875,4305.38,4.41
21303,FILIGREE WALL MIRROR  ANTIQUE WHITE,12.55,92,848.8,26,11.17,13.06,14.8,13.01,-3.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,12.55,0.0,0.0,-0.0,92.0,1154.6000000000001,1154.6000000000001,0.0
21338,MARAKESH LANTERN SMALL ,5.7875000000000005,196,848.35,11,5.02,5.61,6.3,5.64,2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,5.79,0.0,0.0,-0.0,196.0,1134.3500000000001,1134.84,0.49
22068, BLACK PIRATE TREASURE CHEST,1.6443396226415092,518,847.4999999999999,100,1.51,1.63,1.78,1.64,0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.64,-0.0,0.0,-0.0,518.0,851.7679245283018,849.52,-2.25
84678,CLASSICAL ROSE SMALL VASE,2.3581967213114754,460,845.4,56,2.09,2.32,2.65,2.35,0.3, Competitive — Monitor,-6.303,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,2.36,0.0,0.0,-0.0,460.0,1084.7704918032787,1085.6,0.83
21127,COLOURFUL FISHING GNOME,5.803846153846154,285,844.5500000000001,36,5.5,6.25,6.53,6.09,-4.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,5.8,-0.0,0.0,-0.0,285.0,1654.0961538461538,1653.0,-1.1
21814,HEART T-LIGHT HOLDER ,1.4470149253731344,584,844.4,61,1.32,1.4,1.57,1.43,1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.45,0.0,0.0,-0.0,584.0,845.0567164179105,846.8,1.74
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2.4516666666666667,870,844.26,35,2.29,2.37,2.67,2.44,0.5, Competitive — Monitor,-4.562,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,2.45,-0.0,0.0,-0.0,870.0,2132.95,2131.5,-1.45
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.25,675,843.75,65,1.08,1.22,1.34,1.21,3.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,0.0,0.0,-0.0,675.0,843.75,843.75,0.0
85124A,PINK JUICY FRUIT PHOTO FRAME,2.5307142857142852,339,843.75,70,2.37,2.56,2.93,2.62,-3.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.53,-0.0,0.0,-0.0,339.0,857.9121428571427,857.67,-0.24
21145,ANTIQUE GLASS PLACE SETTING,1.2377419354838708,717,841.53,31,1.17,1.19,1.44,1.27,-2.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,717.0,887.4609677419354,889.08,1.62
84782A,PINK 3 TIER GLASS PLATE STAND,9.903846153846153,119,840.45,26,8.9,10.56,11.09,10.18,-2.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,9.9,-0.0,0.0,-0.0,119.0,1178.5576923076922,1178.1000000000001,-0.46
21836,GINGHAM OVEN GLOVE RED HEART ,3.75,224,840.0,79,3.41,3.61,4.34,3.79,-1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.75,0.0,0.0,-0.0,224.0,840.0,840.0,0.0
22040,BOTANICAL ROSE GIFT WRAP,0.4151515151515151,2090,839.8,66,0.38,0.44,0.48,0.43,-3.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,2090.0,867.6666666666665,877.8,10.13
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,0.683448275862069,1600,839.68,58,0.59,0.64,0.73,0.65,5.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.68,-0.0,0.0,-0.0,1600.0,1093.5172413793105,1088.0,-5.52
22716,CARD CIRCUS PARADE,0.4182222222222222,2040,839.52,135,0.38,0.43,0.5,0.44,-4.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,2040.0,853.1733333333333,856.8,3.63
21299,EDWARDIAN TOILET ROLL UNIT ,8.501724137931035,161,838.35,29,7.57,9.06,9.97,8.87,-4.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,8.5,-0.0,0.0,-0.0,161.0,1368.7775862068966,1368.5,-0.28
22143,CHRISTMAS CRAFT HEART DECORATIONS,2.091071428571429,422,838.2,53,1.81,1.98,2.26,2.02,3.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.09,-0.0,0.0,-0.0,422.0,882.432142857143,881.9799999999999,-0.45
46000P,POLYESTER FILLER PAD 65CMx65CM,4.25,197,837.25,44,3.77,4.57,4.58,4.31,-1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.25,0.0,0.0,-0.0,197.0,837.25,837.25,0.0
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1.2419718309859156,691,836.39,67,1.06,1.23,1.33,1.21,2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,-0.0,0.0,-0.0,691.0,858.2025352112677,856.84,-1.36
84658,WHITE STITCHED CUSHION COVER,6.468181818181819,166,835.7,42,5.51,6.93,6.93,6.46,0.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,6.47,0.0,0.0,-0.0,166.0,1073.7181818181818,1074.02,0.3
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,8.411764705882353,125,835.55,17,7.26,8.65,9.78,8.56,-1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,8.41,-0.0,0.0,-0.0,125.0,1051.4705882352941,1051.25,-0.22
20798,CLEAR MILKSHAKE GLASS,2.067073170731707,427,831.9,38,1.96,2.0,2.32,2.09,-1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.07,0.0,0.0,-0.0,427.0,882.640243902439,883.89,1.25
16016,LARGE CHINESE STYLE SCISSOR,0.8322727272727272,1058,831.7,44,0.75,0.79,0.97,0.84,-0.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.83,-0.0,0.0,-0.0,1058.0,880.5445454545453,878.14,-2.4
22025,RING OF ROSES BIRTHDAY CARD,0.41491525423728814,2077,831.3,117,0.39,0.4,0.48,0.42,-1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.41,-0.0,0.0,-0.0,2077.0,861.7789830508475,851.5699999999999,-10.21
20786,BLACK RETRO BAR STOOL,39.50555555555556,22,830.9000000000001,9,35.29,36.93,45.06,39.09,1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,39.51,0.0,0.0,-0.0,22.0,869.1222222222223,869.2199999999999,0.1
72529W,WHITE ADVENT CANDLE,2.086923076923077,443,829.08,39,1.84,1.97,2.41,2.07,0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.09,0.0,0.0,-0.0,443.0,924.506923076923,925.8699999999999,1.36
22211,WOOD STAMP SET FLOWERS,1.6451219512195123,505,828.4499999999999,78,1.48,1.54,1.73,1.58,4.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.65,0.0,0.0,-0.0,505.0,830.7865853658537,833.25,2.46
21059,PARTY INVITES DINOSAURS,0.8458064516129032,1002,828.3,123,0.76,0.84,0.93,0.84,0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,1002.0,847.498064516129,851.6999999999999,4.2
20773,BLUE PAISLEY NOTEBOOK,1.6314814814814815,3265,827.25,77,1.4,1.71,1.87,1.66,-1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.63,-0.0,0.0,-0.0,3265.0,5326.787037037037,5321.95,-4.84
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1.4385245901639345,769,826.77,60,1.31,1.36,1.51,1.39,3.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.44,0.0,0.0,-0.0,769.0,1106.2254098360656,1107.36,1.13
22317,FIVE CATS HANGING DECORATION,2.943333333333334,281,826.5500000000001,57,2.57,2.77,3.11,2.82,4.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,-0.0,0.0,-0.0,281.0,827.0766666666668,826.14,-0.94
85185B,PINK HORSE SOCK PUPPET,2.941666666666667,284,825.8000000000001,91,2.68,3.01,3.46,3.05,-3.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,-0.0,0.0,-0.0,284.0,835.4333333333334,834.96,-0.47
20761,BLUE PAISLEY SKETCHBOOK,3.6181159420289855,313,824.95,67,3.31,3.44,4.17,3.64,-0.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.62,0.0,0.0,-0.0,313.0,1132.4702898550725,1133.06,0.59
22098,BOUDOIR SQUARE TISSUE BOX,1.1983,832,824.0,94,1.04,1.12,1.31,1.16,3.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.2,0.0,0.0,-0.0,832.0,996.9856,998.4,1.41
22214,CANDLE PLATE LACE WHITE,2.5064516129032253,348,822.6,31,2.15,2.37,2.89,2.47,1.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.51,0.0,0.0,-0.0,348.0,872.2451612903224,873.4799999999999,1.23
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,0.6484666666666667,1316,822.2800000000001,144,0.6,0.69,0.76,0.68,-4.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.65,0.0,0.0,-0.0,1316.0,853.3821333333334,855.4,2.02
85124C,GREEN JUICY FRUIT PHOTO FRAME,2.5373239436619714,335,821.85,71,2.27,2.67,2.78,2.57,-1.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.54,0.0,0.0,-0.0,335.0,850.0035211267605,850.9,0.9
21894,POTTING SHED SEED ENVELOPES,1.241264367816092,692,819.4,84,1.06,1.21,1.31,1.19,4.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,-0.0,0.0,-0.0,692.0,858.9549425287356,858.08,-0.87
22705,WRAP GREEN PEARS ,0.42,1950,819.0,78,0.4,0.43,0.5,0.44,-4.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,1950.0,819.0,819.0,0.0
21720,CAKE SHOP  STICKER SHEET,0.8468292682926829,980,818.4399999999999,81,0.72,0.85,0.93,0.83,2.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,980.0,829.8926829268293,833.0,3.11
22676,"FRENCH BLUE METAL DOOR SIGN, 1",1.25,652,815.0,85,1.15,1.29,1.33,1.26,-0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,0.0,0.0,-0.0,652.0,815.0,815.0,0.0
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,0.845047619047619,1022,814.0999999999999,101,0.8,0.87,0.95,0.87,-2.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,1022.0,863.6386666666667,868.6999999999999,5.06
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,4.242,194,813.94,53,3.71,4.33,4.94,4.33,-2.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.24,-0.0,0.0,-0.0,194.0,822.948,822.5600000000001,-0.39
20759,CHRYSANTHEMUM POCKET BOOK ,0.8130769230769231,5675,813.35,26,0.7,0.78,0.88,0.79,2.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.81,-0.0,0.0,-0.0,5675.0,4614.211538461539,4596.75,-17.46
17039,INLAID WOOD INCENSE HOLDER,0.27399999999999997,3641,813.0899999999999,30,0.24,0.25,0.3,0.26,5.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.27,-0.0,0.0,-0.0,3641.0,997.6339999999999,983.07,-14.56
20833,SHAKER THROW  QUILTED,27.630000000000003,52,811.8,5,24.32,27.43,30.02,27.26,1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,27.63,-0.0,0.0,-0.0,52.0,1436.7600000000002,1436.76,-0.0
20762,GREEN FERN SKETCHBOOK ,3.55625,321,811.75,64,3.06,3.78,4.26,3.7,-3.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.56,0.0,0.0,-0.0,321.0,1141.5562499999999,1142.76,1.2
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,5.863235294117647,163,811.6,32,5.39,5.93,6.33,5.88,-0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,5.86,-0.0,0.0,-0.0,163.0,955.7073529411765,955.1800000000001,-0.53
22363,GLASS JAR MARMALADE ,2.9333333333333336,282,810.3000000000001,71,2.51,3.09,3.33,2.98,-1.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.93,-0.0,0.0,-0.0,282.0,827.2,826.26,-0.94
84559B,3D SHEET OF CAT STICKERS,0.85,951,808.3499999999999,111,0.77,0.92,1.01,0.9,-5.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,951.0,808.35,808.35,0.0
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1.2552173913043478,644,806.44,45,1.19,1.19,1.35,1.24,1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.26,0.0,0.0,-0.0,644.0,808.36,811.44,3.08
21289,LARGE STRIPES CHOCOLATE GIFT BAG,1.1297777777777778,848,806.4,43,1.05,1.16,1.35,1.19,-5.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.13,0.0,0.0,-0.0,848.0,958.0515555555555,958.2399999999999,0.19
22265,EASTER DECORATION NATURAL CHICK,0.6478260869565218,1275,800.75,87,0.59,0.67,0.77,0.68,-4.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.65,0.0,0.0,-0.0,1275.0,825.9782608695652,828.75,2.77
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,1.2544444444444443,639,800.19,54,1.1,1.35,1.48,1.31,-4.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,-0.0,0.0,-0.0,639.0,801.5899999999999,798.75,-2.84
21070,VINTAGE BILLBOARD MUG ,1.1877777777777778,894,800.12,87,1.08,1.28,1.29,1.22,-2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.19,0.0,0.0,-0.0,894.0,1061.8733333333334,1063.86,1.99
10133,COLOURING PENCILS BROWN TUBE,0.8455681818181818,967,799.85,88,0.76,0.87,0.97,0.87,-2.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,967.0,817.6644318181818,821.9499999999999,4.29
85166B,BLACK METAL BAROQUE PHOTO FRAME,3.1048387096774195,501,798.75,31,2.77,2.98,3.61,3.12,-0.5, Competitive — Monitor,-8.541,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,3.1,-0.0,0.0,-0.0,501.0,1555.524193548387,1553.1000000000001,-2.42
84666,SQUARE CHERRY BLOSSOM CABINET,3.95,202,797.9000000000001,29,3.41,4.14,4.73,4.09,-3.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.95,0.0,0.0,-0.0,202.0,797.9000000000001,797.9000000000001,0.0
20758,ABSTRACT CIRCLES POCKET BOOK,0.8225714285714285,5233,797.65,35,0.77,0.77,0.89,0.81,1.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.82,-0.0,0.0,-0.0,5233.0,4304.516285714285,4291.0599999999995,-13.46
22651,GENTLEMAN SHIRT REPAIR KIT ,0.8461764705882353,981,796.41,63,0.76,0.88,0.99,0.88,-3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,981.0,830.0991176470588,833.85,3.75
20755,BLUE PAISLEY POCKET BOOK,0.8253846153846153,4807,795.55,39,0.72,0.88,0.91,0.84,-1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.83,0.0,0.0,-0.0,4807.0,3967.6238461538455,3989.81,22.19
84985A,SET OF 72 GREEN PAPER DOILIES,1.4499999999999997,547,793.15,106,1.29,1.42,1.56,1.42,2.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.45,0.0,0.0,-0.0,547.0,793.1499999999999,793.15,0.0
22396,MAGNETS PACK OF 4 RETRO PHOTO,1.2398214285714286,668,791.6800000000001,54,1.11,1.27,1.38,1.25,-0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,668.0,828.2007142857143,828.32,0.12
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,2.936666666666667,295,787.05,30,2.74,2.9,3.43,3.02,-2.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,0.0,0.0,-0.0,295.0,866.3166666666667,867.3,0.98
72800D,S/4 BLUE DINNER CANDLE SILVER FLOCK,2.3307692307692305,552,786.0,48,2.15,2.31,2.61,2.36,-1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.33,-0.0,0.0,-0.0,552.0,1286.5846153846153,1286.16,-0.42
85196,EASTER BUNNIES ON A STICK,0.5401515151515153,1536,783.96,66,0.5,0.52,0.61,0.54,0.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.54,-0.0,0.0,-0.0,1536.0,829.6727272727275,829.44,-0.23
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1.2546153846153845,626,783.94,47,1.07,1.31,1.5,1.29,-2.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,-0.0,0.0,-0.0,626.0,785.3892307692307,782.5,-2.89
84767,ZINC POLICE BOX LANTERN,5.4625,193,783.7,4,4.87,5.84,6.06,5.59,-2.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,5.46,-0.0,0.0,-0.0,193.0,1054.2625,1053.78,-0.48
22048,BIRTHDAY BANQUET GIFT WRAP,0.42,1865,783.3,71,0.38,0.45,0.48,0.44,-4.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,1865.0,783.3,783.3,0.0
84559A,3D SHEET OF DOG STICKERS,0.85,921,782.8499999999999,112,0.72,0.81,0.94,0.82,3.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,921.0,782.85,782.85,0.0
21162,TOXIC AREA  DOOR HANGER ,1.3961165048543687,913,782.17,103,1.22,1.48,1.55,1.42,-1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.4,0.0,0.0,-0.0,913.0,1274.6543689320386,1278.1999999999998,3.55
84907,PINK/YELLOW PATCH CUSHION COVER,5.577272727272727,360,781.8,11,5.16,5.79,6.44,5.8,-3.8, Competitive — Monitor,-5.705,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,5.58,0.0,0.0,-0.0,360.0,2007.8181818181818,2008.8,0.98
21159,MOODY BOY  DOOR HANGER ,1.3707407407407406,964,781.48,107,1.18,1.32,1.63,1.38,-0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.37,-0.0,0.0,-0.0,964.0,1321.3940740740738,1320.68,-0.71
21066,VINTAGE RED MUG,0.9392857142857143,1577,781.09,69,0.85,0.87,1.06,0.93,1.0, Competitive — Monitor,-5.194,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,0.94,0.0,0.0,-0.0,1577.0,1481.2535714285714,1482.3799999999999,1.13
79160,HEART SHAPE WIRELESS DOORBELL,2.091881188118812,389,777.5400000000001,93,1.82,2.01,2.44,2.09,0.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.09,-0.0,0.0,-0.0,389.0,813.7417821782178,813.01,-0.73
22778,GLASS CLOCHE SMALL,3.9134782608695655,207,777.33,45,3.33,4.17,4.16,3.89,0.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.91,-0.0,0.0,-0.0,207.0,810.09,809.37,-0.72
21414,SCALLOP SHELL SOAP DISH,2.0130000000000003,1613,777.3,19,1.76,2.06,2.18,2.0,0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.01,-0.0,0.0,-0.0,1613.0,3246.9690000000005,3242.1299999999997,-4.84
84908A,PINK 5 PATCH FLOWER CUSHION COVER ,4.45,388,776.6,7,4.22,4.61,5.01,4.61,-3.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.45,0.0,0.0,-0.0,388.0,1726.6000000000001,1726.6000000000001,0.0
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.42000000000000004,1849,776.5799999999999,198,0.39,0.4,0.44,0.41,2.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,-0.0,0.0,-0.0,1849.0,776.58,776.5799999999999,-0.0
84006,MAGIC TREE -PAPER FLOWERS,0.85,913,776.05,71,0.8,0.88,0.92,0.87,-2.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,913.0,776.05,776.05,0.0
21815, STAR  T-LIGHT HOLDER ,1.4461538461538461,535,773.3499999999999,49,1.3,1.34,1.63,1.42,1.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.45,0.0,0.0,-0.0,535.0,773.6923076923076,775.75,2.06
21551,CERAMIC BIRDHOUSE BUTTERFLY LARGE,5.821052631578948,165,772.95,19,5.01,5.7,6.13,5.61,3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,5.82,-0.0,0.0,-0.0,165.0,960.4736842105265,960.3000000000001,-0.17
20840,FRENCH FLORAL CUSHION COVER ,2.3088235294117645,349,771.55,17,2.09,2.36,2.52,2.32,-0.5, Competitive — Monitor,-9.246,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,2.31,0.0,0.0,-0.0,349.0,805.7794117647059,806.19,0.41
85136C,RED SHARK HELICOPTER,7.95,97,771.15,59,7.12,7.5,8.96,7.86,1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,7.95,0.0,0.0,-0.0,97.0,771.15,771.15,0.0
20774,GREEN FERN NOTEBOOK,1.625,3376,770.4,58,1.52,1.71,1.85,1.69,-3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.62,-0.0,0.0,-0.0,3376.0,5486.0,5469.120000000001,-16.88
21694,SMALL REGAL  SILVER CANDLEPOT ,2.95,261,769.9500000000002,44,2.54,2.82,3.51,2.96,-0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.95,0.0,0.0,-0.0,261.0,769.95,769.95,0.0
21620,S/4 ROSE    BOTANICAL  CANDLE,3.7416666666666667,206,769.5,56,3.36,3.83,4.29,3.83,-2.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.74,-0.0,0.0,-0.0,206.0,770.7833333333333,770.44,-0.34
20756,GREEN FERN POCKET BOOK,0.8082608695652174,5622,768.3,22,0.7,0.8,0.9,0.8,1.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.81,0.0,0.0,-0.0,5622.0,4544.042608695652,4553.820000000001,9.78
